Order_ID,Date,Customer_ID,Gender,Age,Region,Category,Product_Name,Quantity,Unit_Price,Total_Sales,Payment_Method,Customer_Rating,Returned
ORD10211,2025-04-22,CUST275,Male,26.0,East,Electronics,Tablet,1,17318.47,17318.47,UPI,3.0,No
ORD10729,2025-04-23,CUST230,Male,20.0,South,Clothing,Jacket,1,2972.02,2972.02,Debit Card,3.0,Yes
ORD10142,2025-04-23,CUST282,Female,40.0,South,Books,Data Science Handbook,1,898.37,898.37,UPI,4.0,Yes
ORD10149,2025-04-23,CUST103,Female,34.0,North,Home & Kitchen,Bed Sheet Set,1,1227.44,1227.44,Credit Card,4.0,No
ORD10151,2025-04-23,CUST313,Male,47.0,South,Home & Kitchen,Bed Sheet Set,1,1140.47,1140.47,UPI,1.0,No
ORD10899,2025-04-23,CUST305,Female,39.0,Central,Beauty,Skincare Set,1,1245.21,1245.21,UPI,4.0,No
ORD10900,2025-04-24,CUST111,Male,38.0,West,Beauty,Perfume,3,2528.05,7584.15,Credit Card,3.0,No
ORD10960,2025-04-25,CUST331,Male,28.0,North,Home & Kitchen,Coffee Maker,4,3555.23,14220.92,UPI,4.0,No
ORD10378,2025-04-25,CUST232,Female,25.0,East,Beauty,Hair Dryer,1,1923.18,1923.18,Credit Card,5.0,No
ORD10262,2025-04-26,CUST102,Female,64.0,West,Beauty,Skincare Set,2,1309.03,2618.06,UPI,2.0,No
ORD10317,2025-04-27,CUST238,Male,55.0,South,Beauty,Sunscreen,2,516.79,1033.58,Credit Card,1.0,No
ORD10483,2025-04-27,CUST308,Female,29.0,North,Clothing,Sneakers,2,3607.07,7214.14,Credit Card,,No
ORD10851,2025-04-27,CUST119,Female,42.0,West,Beauty,Hair Dryer,1,1979.14,1979.14,UPI,5.0,No
ORD10323,2025-04-28,CUST137,Female,31.0,East,Beauty,Sunscreen,1,497.27,497.27,UPI,4.0,No
ORD10715,2025-04-28,CUST282,Female,23.0,South,Beauty,Hair Dryer,1,1973.01,1973.01,UPI,5.0,No
ORD10726,2025-04-28,CUST155,Male,23.0,East,Beauty,Skincare Set,3,1308.34,3925.02,Debit Card,4.0,No
ORD10799,2025-04-28,CUST101,Female,50.0,East,Electronics,Wireless Headphones,1,2495.03,2495.03,Credit Card,5.0,No
ORD10569,2025-04-28,CUST225,Female,62.0,North,Electronics,Laptop,2,52916.36,105832.72,UPI,5.0,Yes
ORD10946,2025-04-29,CUST133,Male,37.0,South,Home & Kitchen,Cookware Set,1,4575.94,4575.94,Credit Card,4.0,No
ORD10531,2025-04-29,CUST123,Male,60.0,South,Home & Kitchen,Blender,2,2120.42,4240.84,Credit Card,3.0,Yes
ORD10927,2025-04-30,CUST151,Male,27.0,South,Electronics,Smartphone,4,25836.07,103344.28,Debit Card,4.0,No
ORD10313,2025-04-30,CUST306,Female,27.0,Central,Books,Self-Help Book,3,442.31,1326.93,Debit Card,4.0,No
ORD10205,2025-04-30,CUST341,Male,46.0,Central,Clothing,T-Shirt,1,823.22,823.22,UPI,4.0,No
ORD10634,2025-05-01,CUST304,Female,57.0,North,Home & Kitchen,Bed Sheet Set,1,1183.18,1183.18,Net Banking,1.0,No
ORD10006,2025-05-02,CUST326,Male,56.0,East,Home & Kitchen,Cookware Set,1,4648.47,4648.47,Credit Card,4.0,Yes
ORD10512,2025-05-02,CUST200,Male,47.0,North,Clothing,Dress,1,2048.49,2048.49,UPI,5.0,Yes
ORD10164,2025-05-03,CUST269,Male,53.0,North,Electronics,Wireless Headphones,1,2570.79,2570.79,Cash on Delivery,3.0,No
ORD10172,2025-05-04,CUST195,Female,32.0,South,Electronics,Wireless Headphones,1,2623.9,2623.9,Credit Card,5.0,No
ORD10296,2025-05-05,CUST241,Male,20.0,Central,Clothing,Jacket,1,3006.73,3006.73,Debit Card,5.0,No
ORD10672,2025-05-06,CUST277,Female,47.0,North,Electronics,Wireless Headphones,2,2573.17,5146.34,Credit Card,4.0,No
ORD10466,2025-05-06,CUST128,Male,62.0,South,Clothing,T-Shirt,1,810.69,810.69,Net Banking,4.0,No
ORD10606,2025-05-06,CUST268,Female,57.0,Central,Books,Novel,2,409.58,819.16,Debit Card,,No
ORD10830,2025-05-07,CUST303,Male,25.0,South,Home & Kitchen,Cookware Set,2,4709.8,9419.6,Net Banking,3.0,No
ORD10318,2025-05-07,CUST286,Female,41.0,North,Clothing,T-Shirt,1,769.09,769.09,Credit Card,3.0,No
ORD10977,2025-05-08,CUST204,Male,18.0,South,Home & Kitchen,Blender,3,2179.96,6539.88,Net Banking,4.0,No
ORD10268,2025-05-08,CUST146,Female,24.0,South,Home & Kitchen,Bed Sheet Set,1,1244.58,1244.58,Credit Card,4.0,No
ORD10959,2025-05-08,CUST146,Female,57.0,South,Clothing,Dress,1,1972.89,1972.89,Cash on Delivery,3.0,Yes
ORD10079,2025-05-09,CUST328,Female,,West,Clothing,T-Shirt,1,770.99,770.99,Debit Card,5.0,No
ORD10993,2025-05-10,CUST344,Male,,South,Books,Novel,1,407.2,407.2,UPI,4.0,No
ORD10157,2025-05-10,CUST336,Female,39.0,South,Books,Data Science Handbook,2,882.23,1764.46,UPI,4.0,Yes
ORD10809,2025-05-10,CUST224,Male,19.0,West,Electronics,Tablet,4,17688.19,70752.76,UPI,4.0,No
ORD10201,2025-05-11,CUST272,Female,58.0,South,Clothing,Jeans,1,1542.31,1542.31,UPI,4.0,No
ORD10034,2025-05-11,CUST172,Female,35.0,South,Electronics,Laptop,1,57562.1,57562.1,UPI,4.0,Yes
ORD10014,2025-05-11,CUST168,Female,23.0,South,Home & Kitchen,Coffee Maker,1,3523.05,3523.05,Credit Card,4.0,No
ORD10765,2025-05-12,CUST216,Male,57.0,North,Clothing,Jacket,1,3026.76,3026.76,Debit Card,2.0,No
ORD10456,2025-05-12,CUST291,Male,63.0,North,Electronics,Laptop,2,54013.41,108026.82,UPI,3.0,No
ORD10596,2025-05-13,CUST209,Male,38.0,North,Beauty,Sunscreen,1,498.14,498.14,Debit Card,5.0,No
ORD10428,2025-05-13,CUST255,Male,18.0,North,Electronics,Wireless Headphones,1,2579.65,2579.65,UPI,2.0,No
ORD10829,2025-05-13,CUST267,Female,58.0,North,Electronics,Wireless Headphones,1,2496.87,2496.87,Credit Card,4.0,No
ORD10817,2025-05-14,CUST330,Female,24.0,East,Electronics,Tablet,1,17270.2,17270.2,Credit Card,4.0,No
ORD10484,2025-05-14,CUST198,Male,28.0,West,Electronics,Laptop,3,53924.88,161774.64,UPI,5.0,No
ORD10092,2025-05-15,CUST208,Male,54.0,South,Clothing,Jeans,2,1463.13,2926.26,UPI,4.0,No
ORD10223,2025-05-15,CUST286,Male,54.0,South,Clothing,Sneakers,1,3603.07,3603.07,UPI,5.0,No
ORD10847,2025-05-17,CUST193,Female,24.0,East,Beauty,Hair Dryer,1,1839.97,1839.97,UPI,4.0,Yes
ORD10704,2025-05-17,CUST342,Female,18.0,South,Home & Kitchen,Coffee Maker,2,3328.15,6656.3,Cash on Delivery,4.0,No
ORD10752,2025-05-17,CUST319,Male,21.0,South,Clothing,Sneakers,1,3624.88,3624.88,Debit Card,3.0,No
ORD10597,2025-05-18,CUST338,Female,52.0,North,Beauty,Hair Dryer,4,1891.51,7566.04,UPI,5.0,No
ORD10734,2025-05-19,CUST288,Female,18.0,East,Clothing,Jeans,1,1561.62,1561.62,UPI,3.0,No
ORD10082,2025-05-19,CUST297,Male,24.0,South,Books,Self-Help Book,3,454.85,1364.55,Credit Card,4.0,No
ORD10730,2025-05-20,CUST255,Male,34.0,North,Electronics,Smartphone,1,23926.15,23926.15,UPI,4.0,Yes
ORD10881,2025-05-21,CUST177,Female,,Central,Beauty,Hair Dryer,1,1857.77,1857.77,Credit Card,,No
ORD10824,2025-05-21,CUST165,Male,37.0,South,Clothing,T-Shirt,1,834.83,834.83,Credit Card,5.0,No
ORD10500,2025-05-23,CUST302,Female,60.0,West,Clothing,Jeans,3,1545.06,4635.18,UPI,3.0,No
ORD10291,2025-05-23,CUST224,Male,41.0,North,Books,Data Science Handbook,1,906.38,906.38,UPI,,No
ORD10774,2025-05-23,CUST269,Female,37.0,South,Home & Kitchen,Coffee Maker,1,3651.9,3651.9,UPI,1.0,No
ORD10413,2025-05-24,CUST287,Male,43.0,North,Electronics,Laptop,4,56317.6,225270.4,UPI,4.0,Yes
ORD10421,2025-05-24,CUST257,Female,57.0,South,Books,Self-Help Book,1,468.41,468.41,UPI,5.0,No
ORD10891,2025-05-24,CUST297,Female,46.0,North,Books,Novel,1,405.77,405.77,UPI,4.0,No
ORD10170,2025-05-24,CUST117,Female,63.0,South,Home & Kitchen,Bed Sheet Set,2,1221.6,2443.2,UPI,5.0,No
ORD10189,2025-05-24,CUST338,Female,32.0,East,Books,Data Science Handbook,1,880.77,880.77,UPI,4.0,No
ORD10674,2025-05-25,CUST161,Male,42.0,North,Electronics,Smart Watch,3,4717.94,14153.82,Debit Card,,No
ORD10553,2025-05-25,CUST192,Female,49.0,North,Clothing,T-Shirt,1,777.87,777.87,Credit Card,4.0,No
ORD10775,2025-05-25,CUST342,Female,48.0,East,Books,Data Science Handbook,2,898.16,1796.32,Credit Card,4.0,No
ORD10520,2025-05-25,CUST100,Male,46.0,North,Electronics,Smartphone,1,24149.37,24149.37,Cash on Delivery,3.0,No
ORD10976,2025-05-26,CUST168,Male,,South,Home & Kitchen,Air Fryer,4,6243.42,24973.68,Credit Card,5.0,No
ORD10682,2025-05-26,CUST307,Male,38.0,North,Home & Kitchen,Bed Sheet Set,1,1171.92,1171.92,Credit Card,5.0,No
ORD10534,2025-05-26,CUST114,Female,59.0,South,Electronics,Smart Watch,1,4603.16,4603.16,UPI,2.0,No
ORD10938,2025-05-27,CUST107,Male,44.0,South,Electronics,Tablet,2,17826.56,35653.12,Cash on Delivery,5.0,No
ORD10180,2025-05-27,CUST340,Male,29.0,North,Electronics,Smartphone,1,24899.95,24899.95,UPI,5.0,No
ORD10181,2025-05-28,CUST320,Male,48.0,East,Home & Kitchen,Coffee Maker,2,3344.08,6688.16,UPI,4.0,No
ORD10875,2025-05-28,CUST306,Female,19.0,South,Electronics,Wireless Headphones,1,2465.69,2465.69,Cash on Delivery,4.0,No
ORD10487,2025-05-29,CUST138,Male,35.0,East,Home & Kitchen,Coffee Maker,2,3650.47,7300.94,Debit Card,4.0,No
ORD10998,2025-05-29,CUST167,Female,57.0,East,Clothing,Jeans,1,1547.66,1547.66,UPI,5.0,No
ORD10297,2025-05-30,CUST200,Male,45.0,North,Electronics,Tablet,1,18146.62,18146.62,Credit Card,5.0,No
ORD10420,2025-05-31,CUST310,Male,25.0,South,Electronics,Smartphone,3,25622.5,76867.5,UPI,5.0,No
ORD10185,2025-05-31,CUST284,Male,51.0,North,Clothing,Jeans,1,1532.44,1532.44,UPI,4.0,No
ORD10936,2025-05-31,CUST228,Male,,South,Beauty,Sunscreen,1,480.95,480.95,Net Banking,4.0,No
ORD10203,2025-06-01,CUST219,Male,22.0,South,Electronics,Tablet,2,17821.75,35643.5,Debit Card,3.0,No
ORD10983,2025-06-02,CUST291,Male,34.0,North,Electronics,Wireless Headphones,1,2532.71,2532.71,UPI,4.0,No
ORD10215,2025-06-02,CUST306,Female,21.0,South,Electronics,Smart Watch,1,4353.52,4353.52,Debit Card,5.0,No
ORD10331,2025-06-03,CUST159,Male,29.0,East,Beauty,Sunscreen,2,504.88,1009.76,UPI,5.0,No
ORD10566,2025-06-03,CUST305,Male,31.0,South,Home & Kitchen,Air Fryer,2,6610.79,13221.58,Cash on Delivery,3.0,No
ORD10272,2025-06-04,CUST198,Female,54.0,North,Beauty,Perfume,1,2397.64,2397.64,Net Banking,5.0,No
ORD10870,2025-06-05,CUST219,Male,61.0,East,Home & Kitchen,Cookware Set,5,4322.57,21612.85,Credit Card,4.0,No
ORD10804,2025-06-06,CUST336,Female,50.0,South,Home & Kitchen,Blender,2,2176.89,4353.78,UPI,2.0,No
ORD10790,2025-06-06,CUST107,Male,25.0,North,Electronics,Smartphone,1,24855.98,24855.98,UPI,5.0,No
ORD10074,2025-06-06,CUST107,Female,47.0,North,Beauty,Sunscreen,1,501.1,501.1,Credit Card,4.0,No
ORD10806,2025-06-06,CUST161,Male,36.0,East,Electronics,Laptop,2,56212.05,112424.1,UPI,4.0,No
ORD10249,2025-06-07,CUST153,Male,38.0,North,Books,Novel,3,407.69,1223.07,UPI,5.0,No
ORD10957,2025-06-07,CUST125,Female,60.0,South,Clothing,Jeans,1,1459.91,1459.91,UPI,5.0,No
ORD10800,2025-06-08,CUST218,Female,22.0,North,Books,Novel,2,385.55,771.1,Cash on Delivery,5.0,No
ORD10360,2025-06-09,CUST191,Female,50.0,West,Electronics,Laptop,4,54958.21,219832.84,UPI,4.0,Yes
ORD10117,2025-06-09,CUST320,Female,30.0,North,Electronics,Tablet,2,18406.91,36813.82,Credit Card,4.0,No
ORD10196,2025-06-09,CUST232,Female,55.0,West,Home & Kitchen,Bed Sheet Set,1,1213.31,1213.31,Credit Card,2.0,No
ORD10218,2025-06-10,CUST148,Female,32.0,East,Electronics,Wireless Headphones,1,2479.87,2479.87,UPI,5.0,No
ORD10265,2025-06-10,CUST104,Male,52.0,Central,Electronics,Smartphone,1,23941.81,23941.81,UPI,4.0,No
ORD10866,2025-06-10,CUST303,Male,37.0,East,Electronics,Smart Watch,2,4450.54,8901.08,UPI,,No
ORD10022,2025-06-10,CUST326,Female,53.0,West,Electronics,Wireless Headphones,3,2534.27,7602.81,Cash on Delivery,5.0,No
ORD10905,2025-06-11,CUST315,Male,42.0,South,Electronics,Laptop,5,55900.54,279502.7,Credit Card,3.0,No
ORD10059,2025-06-11,CUST143,Female,49.0,North,Home & Kitchen,Bed Sheet Set,2,1198.07,2396.14,UPI,3.0,No
ORD10429,2025-06-12,CUST159,Female,64.0,South,Electronics,Smart Watch,3,4696.46,14089.38,Credit Card,3.0,No
ORD10217,2025-06-12,CUST242,Male,35.0,South,Clothing,Jacket,3,3042.25,9126.75,Debit Card,4.0,No
ORD10445,2025-06-14,CUST249,Male,,East,Clothing,T-Shirt,1,810.14,810.14,Debit Card,4.0,No
ORD10931,2025-06-14,CUST223,Female,42.0,South,Beauty,Sunscreen,1,475.05,475.05,Credit Card,4.0,No
ORD10760,2025-06-14,CUST278,Female,18.0,South,Books,Self-Help Book,3,445.4,1336.2,UPI,4.0,No
ORD10590,2025-06-15,CUST171,Male,62.0,West,Electronics,Laptop,1,53710.73,53710.73,UPI,,Yes
ORD10037,2025-06-16,CUST116,Female,64.0,West,Beauty,Perfume,1,2493.91,2493.91,Net Banking,5.0,No
ORD10462,2025-06-16,CUST279,Female,23.0,West,Electronics,Tablet,5,18443.61,92218.05,UPI,5.0,No
ORD10367,2025-06-17,CUST206,Male,30.0,South,Home & Kitchen,Blender,3,2261.7,6785.1,Net Banking,5.0,No
ORD10439,2025-06-17,CUST341,Female,58.0,Central,Electronics,Smart Watch,3,4712.71,14138.13,UPI,4.0,No
ORD10988,2025-06-17,CUST268,Female,56.0,Central,Electronics,Smart Watch,1,4555.04,4555.04,UPI,2.0,No
ORD10741,2025-06-17,CUST175,Female,49.0,North,Home & Kitchen,Cookware Set,2,4309.71,8619.42,Debit Card,4.0,No
ORD10440,2025-06-19,CUST167,Male,28.0,West,Books,Data Science Handbook,1,926.67,926.67,UPI,1.0,No
ORD10113,2025-06-20,CUST171,Female,52.0,Central,Clothing,Sneakers,1,3496.54,3496.54,UPI,5.0,No
ORD10739,2025-06-21,CUST196,Male,53.0,West,Clothing,Dress,1,1908.33,1908.33,Debit Card,5.0,No
ORD10247,2025-06-21,CUST192,Male,47.0,North,Beauty,Perfume,2,2449.76,4899.52,Credit Card,3.0,No
ORD10486,2025-06-22,CUST332,Female,42.0,West,Clothing,Jeans,2,1551.65,3103.3,Debit Card,3.0,No
ORD10468,2025-06-22,CUST132,Male,61.0,South,Electronics,Smart Watch,1,4334.27,4334.27,UPI,4.0,No
ORD10722,2025-06-22,CUST310,Male,58.0,East,Clothing,Jacket,1,2971.42,2971.42,Debit Card,5.0,No
ORD10438,2025-06-23,CUST327,Female,37.0,South,Books,Novel,2,400.63,801.26,Cash on Delivery,4.0,No
ORD10896,2025-06-24,CUST260,Female,42.0,North,Clothing,Sneakers,1,3430.71,3430.71,UPI,1.0,No
ORD10278,2025-06-25,CUST333,Male,26.0,South,Home & Kitchen,Bed Sheet Set,1,1239.03,1239.03,Credit Card,5.0,No
ORD10537,2025-06-26,CUST126,Male,25.0,South,Books,Self-Help Book,4,452.89,1811.56,Credit Card,5.0,No
ORD10403,2025-06-26,CUST323,Female,32.0,North,Clothing,Sneakers,1,3388.37,3388.37,Credit Card,5.0,No
ORD10867,2025-06-26,CUST264,Female,44.0,South,Beauty,Perfume,1,2494.04,2494.04,Net Banking,4.0,No
ORD10910,2025-06-27,CUST149,Male,21.0,South,Electronics,Wireless Headphones,1,2431.88,2431.88,Credit Card,1.0,No
ORD10516,2025-06-27,CUST246,Female,34.0,South,Books,Self-Help Book,1,427.56,427.56,UPI,3.0,No
ORD10861,2025-06-28,CUST220,Male,56.0,North,Electronics,Laptop,1,52667.96,52667.96,Credit Card,5.0,Yes
ORD10782,2025-06-28,CUST336,Female,25.0,East,Home & Kitchen,Coffee Maker,1,3653.2,3653.2,UPI,4.0,No
ORD10351,2025-06-29,CUST190,Female,47.0,South,Books,Novel,2,416.82,833.64,UPI,2.0,No
ORD10864,2025-06-29,CUST274,Male,64.0,Central,Electronics,Laptop,4,53538.09,214152.36,Net Banking,5.0,No
ORD10260,2025-06-30,CUST340,Male,58.0,East,Electronics,Tablet,1,17599.54,17599.54,Net Banking,4.0,No
ORD10932,2025-07-01,CUST218,Female,45.0,South,Clothing,T-Shirt,1,798.77,798.77,Cash on Delivery,5.0,Yes
ORD10862,2025-07-01,CUST206,Male,44.0,South,Electronics,Wireless Headphones,2,2621.23,5242.46,UPI,,No
ORD10842,2025-07-01,CUST179,Male,43.0,North,Beauty,Sunscreen,1,517.35,517.35,Debit Card,4.0,No
ORD10461,2025-07-01,CUST326,Female,47.0,North,Beauty,Skincare Set,1,1339.06,1339.06,Credit Card,4.0,No
ORD10609,2025-07-02,CUST313,Male,31.0,Central,Clothing,Sneakers,1,3348.43,3348.43,Credit Card,3.0,No
ORD10598,2025-07-03,CUST194,Female,29.0,North,Books,Novel,2,398.08,796.16,Cash on Delivery,3.0,No
ORD10163,2025-07-03,CUST326,Male,27.0,West,Clothing,Jacket,1,3071.09,3071.09,UPI,5.0,No
ORD10425,2025-07-05,CUST323,Male,45.0,North,Electronics,Smartphone,2,26111.16,52222.32,UPI,1.0,No
ORD10173,2025-07-06,CUST326,Male,39.0,Central,Clothing,Sneakers,2,3378.21,6756.42,Net Banking,5.0,No
ORD10070,2025-07-07,CUST161,Male,19.0,East,Beauty,Hair Dryer,1,1853.0,1853.0,UPI,4.0,No
ORD10327,2025-07-08,CUST189,Female,20.0,East,Electronics,Smartphone,1,24420.72,24420.72,Debit Card,3.0,No
ORD10392,2025-07-09,CUST138,Female,40.0,South,Books,Self-Help Book,2,450.86,901.72,Credit Card,4.0,No
ORD10477,2025-07-09,CUST125,Male,23.0,South,Electronics,Smart Watch,1,4581.78,4581.78,Credit Card,5.0,No
ORD10031,2025-07-09,CUST253,Male,34.0,North,Electronics,Wireless Headphones,2,2396.05,4792.1,UPI,2.0,No
ORD10295,2025-07-09,CUST167,Male,35.0,West,Books,Novel,3,416.38,1249.14,Credit Card,4.0,No
ORD10127,2025-07-09,CUST202,Male,34.0,West,Books,Python Guide,4,626.88,2507.52,Credit Card,3.0,No
ORD10479,2025-07-10,CUST273,Female,33.0,South,Beauty,Hair Dryer,2,1956.55,3913.1,UPI,,No
ORD10263,2025-07-10,CUST219,Male,35.0,East,Home & Kitchen,Cookware Set,1,4312.97,4312.97,Credit Card,4.0,No
ORD10243,2025-07-11,CUST103,Male,34.0,East,Electronics,Wireless Headphones,3,2390.61,7171.83,Credit Card,5.0,No
ORD10020,2025-07-11,CUST247,Male,49.0,Central,Books,Data Science Handbook,1,876.15,876.15,UPI,4.0,No
ORD10389,2025-07-11,CUST206,Male,45.0,South,Beauty,Perfume,2,2525.73,5051.46,UPI,4.0,No
ORD10664,2025-07-11,CUST202,Female,29.0,East,Home & Kitchen,Bed Sheet Set,1,1169.85,1169.85,Debit Card,5.0,Yes
ORD10718,2025-07-13,CUST143,Female,40.0,Central,Electronics,Smart Watch,1,4415.73,4415.73,UPI,5.0,Yes
ORD10442,2025-07-13,CUST291,Female,55.0,West,Clothing,Jeans,1,1528.91,1528.91,UPI,5.0,No
ORD10897,2025-07-13,CUST340,Female,27.0,Central,Clothing,Dress,1,2007.68,2007.68,UPI,5.0,No
ORD10615,2025-07-14,CUST220,Female,62.0,North,Home & Kitchen,Air Fryer,1,6311.68,6311.68,UPI,3.0,No
ORD10616,2025-07-14,CUST145,Male,46.0,North,Books,Self-Help Book,1,467.0,467.0,Credit Card,5.0,No
ORD10224,2025-07-14,CUST349,Male,34.0,South,Books,Self-Help Book,1,431.61,431.61,Credit Card,5.0,No
ORD10796,2025-07-15,CUST271,Female,29.0,South,Beauty,Sunscreen,5,475.17,2375.85,Net Banking,3.0,No
ORD10379,2025-07-15,CUST334,Female,62.0,North,Clothing,Sneakers,3,3601.36,10804.08,UPI,3.0,No
ORD10307,2025-07-15,CUST294,Male,60.0,South,Books,Data Science Handbook,1,893.87,893.87,Credit Card,4.0,No
ORD10168,2025-07-17,CUST112,Female,31.0,East,Clothing,Dress,3,2007.04,6021.12,UPI,3.0,No
ORD10780,2025-07-17,CUST111,Female,39.0,West,Clothing,T-Shirt,1,807.92,807.92,Debit Card,4.0,Yes
ORD10093,2025-07-20,CUST125,Female,30.0,West,Home & Kitchen,Cookware Set,1,4658.98,4658.98,Credit Card,5.0,No
ORD10171,2025-07-20,CUST259,Male,41.0,Central,Home & Kitchen,Coffee Maker,1,3585.17,3585.17,Credit Card,3.0,No
ORD10521,2025-07-20,CUST157,Female,39.0,North,Electronics,Tablet,1,17613.34,17613.34,Credit Card,1.0,No
ORD10967,2025-07-20,CUST295,Female,27.0,North,Clothing,Sneakers,2,3600.14,7200.28,Credit Card,5.0,No
ORD10848,2025-07-21,CUST204,Female,20.0,North,Electronics,Smartphone,2,24220.96,48441.92,UPI,4.0,No
ORD10060,2025-07-21,CUST286,Male,39.0,West,Home & Kitchen,Cookware Set,1,4577.56,4577.56,UPI,3.0,No
ORD10162,2025-07-22,CUST154,Male,,East,Beauty,Sunscreen,1,492.1,492.1,UPI,,No
ORD10490,2025-07-22,CUST128,Male,55.0,North,Electronics,Smart Watch,1,4499.19,4499.19,UPI,,No
ORD10340,2025-07-23,CUST144,Male,37.0,South,Home & Kitchen,Blender,3,2309.31,6927.93,UPI,5.0,No
ORD10605,2025-07-24,CUST201,Female,43.0,South,Books,Self-Help Book,1,456.45,456.45,UPI,5.0,No
ORD10051,2025-07-25,CUST271,Female,55.0,Central,Electronics,Wireless Headphones,1,2476.98,2476.98,UPI,4.0,No
ORD10105,2025-07-26,CUST234,Female,51.0,South,Home & Kitchen,Air Fryer,2,6279.56,12559.12,Credit Card,4.0,No
ORD10577,2025-07-26,CUST287,Male,43.0,South,Books,Data Science Handbook,2,943.24,1886.48,UPI,4.0,No
ORD10200,2025-07-27,CUST102,Female,25.0,West,Clothing,Dress,2,1995.74,3991.48,Net Banking,3.0,No
ORD10961,2025-07-28,CUST212,Female,20.0,North,Home & Kitchen,Blender,1,2168.07,2168.07,Cash on Delivery,4.0,No
ORD10856,2025-07-29,CUST156,Male,27.0,North,Electronics,Wireless Headphones,2,2488.74,4977.48,Cash on Delivery,4.0,No
ORD10825,2025-07-29,CUST262,Male,46.0,South,Beauty,Skincare Set,1,1278.35,1278.35,UPI,5.0,No
ORD10676,2025-07-31,CUST161,Female,31.0,South,Clothing,Jacket,2,3049.0,6098.0,UPI,4.0,No
ORD10489,2025-08-01,CUST218,Female,40.0,North,Beauty,Sunscreen,1,519.12,519.12,UPI,5.0,No
ORD10635,2025-08-02,CUST257,Male,53.0,South,Books,Self-Help Book,2,446.11,892.22,Net Banking,,Yes
ORD10430,2025-08-03,CUST178,Male,55.0,North,Electronics,Wireless Headphones,1,2423.84,2423.84,UPI,3.0,No
ORD10008,2025-08-03,CUST197,Male,,North,Clothing,Sneakers,5,3334.26,16671.3,Credit Card,3.0,No
ORD10882,2025-08-03,CUST229,Male,44.0,South,Electronics,Wireless Headphones,1,2446.56,2446.56,Net Banking,5.0,No
ORD10802,2025-08-04,CUST168,Female,31.0,West,Home & Kitchen,Coffee Maker,4,3616.62,14466.48,UPI,4.0,No
ORD10652,2025-08-04,CUST218,Female,27.0,North,Electronics,Tablet,1,18804.43,18804.43,Credit Card,4.0,No
ORD10454,2025-08-05,CUST149,Female,31.0,East,Electronics,Smartphone,1,25897.45,25897.45,Credit Card,,No
ORD10069,2025-08-05,CUST111,Female,29.0,South,Clothing,Dress,2,1907.96,3815.92,Net Banking,5.0,No
ORD10397,2025-08-05,CUST305,Female,,North,Books,Python Guide,1,598.02,598.02,Cash on Delivery,3.0,No
ORD10540,2025-08-05,CUST273,Male,54.0,South,Beauty,Skincare Set,2,1323.47,2646.94,UPI,5.0,Yes
ORD10341,2025-08-06,CUST323,Male,,Central,Home & Kitchen,Coffee Maker,2,3336.5,6673.0,UPI,2.0,No
ORD10823,2025-08-06,CUST127,Male,46.0,North,Books,Python Guide,1,624.62,624.62,UPI,3.0,No
ORD10101,2025-08-06,CUST125,Male,19.0,North,Home & Kitchen,Coffee Maker,3,3592.1,10776.3,Credit Card,4.0,No
ORD10335,2025-08-08,CUST296,Male,42.0,South,Electronics,Wireless Headphones,1,2539.2,2539.2,Credit Card,2.0,No
ORD10153,2025-08-08,CUST240,Male,38.0,South,Electronics,Smart Watch,1,4602.39,4602.39,UPI,4.0,No
ORD10469,2025-08-08,CUST233,Female,50.0,South,Clothing,Sneakers,2,3536.6,7073.2,UPI,4.0,No
ORD10248,2025-08-08,CUST162,Male,26.0,North,Beauty,Hair Dryer,1,1878.0,1878.0,Net Banking,5.0,No
ORD10901,2025-08-10,CUST333,Female,39.0,South,Electronics,Tablet,1,17438.43,17438.43,UPI,1.0,No
ORD10427,2025-08-11,CUST162,Female,60.0,West,Home & Kitchen,Blender,2,2115.68,4231.36,Debit Card,3.0,Yes
ORD10709,2025-08-11,CUST199,Male,41.0,East,Electronics,Laptop,3,52721.87,158165.61,UPI,5.0,Yes
ORD10352,2025-08-11,CUST304,Female,58.0,East,Clothing,Jeans,3,1491.37,4474.11,Net Banking,1.0,No
ORD10535,2025-08-12,CUST335,Male,,South,Clothing,Jeans,1,1540.72,1540.72,Cash on Delivery,5.0,No
ORD10137,2025-08-13,CUST230,Female,48.0,South,Home & Kitchen,Cookware Set,1,4658.64,4658.64,UPI,3.0,No
ORD10727,2025-08-13,CUST204,Female,23.0,East,Home & Kitchen,Cookware Set,2,4330.12,8660.24,UPI,3.0,No
ORD10776,2025-08-13,CUST214,Male,21.0,West,Electronics,Wireless Headphones,1,2470.79,2470.79,Credit Card,5.0,No
ORD10154,2025-08-13,CUST309,Female,36.0,West,Electronics,Wireless Headphones,1,2412.82,2412.82,Credit Card,3.0,No
ORD10128,2025-08-13,CUST116,Male,51.0,South,Beauty,Sunscreen,1,487.93,487.93,Net Banking,3.0,No
ORD10237,2025-08-14,CUST161,Male,30.0,South,Electronics,Laptop,1,54740.15,54740.15,UPI,4.0,No
ORD10951,2025-08-14,CUST270,Male,64.0,North,Electronics,Smart Watch,2,4389.13,8778.26,UPI,4.0,Yes
ORD10492,2025-08-15,CUST174,Female,43.0,North,Clothing,Jacket,1,2852.82,2852.82,UPI,4.0,No
